Investment Name,Artist,Artwork,Est. NAV Per Share,Implied Gross Change,Last Appraisal Date,Total,Quantity,Ask,Variation %
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,80,2,40.0,-38.775000000000006
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,280,7,40.0,-38.775000000000006
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,80,2,40.0,-38.775000000000006
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,200,5,40.0,-38.775000000000006
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,200,5,40.0,-38.800000000000004
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,165,5,33.0,-39.39393939393939
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,42,1,42.0,-39.54761904761905
Masterworks 038,Yayoi Kusama,Pumpkin,21.74,8.7%,03/31/22,612,17,36.0,-39.611111111111114
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,169.95,5,33.99,-39.80582524271845
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,363,11,33.0,-40.03030303030303
Masterworks 041,Gerhard Richter,Ziege,23.98,19.9%,03/31/22,240,6,40.0,-40.05
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,"3,300",100,33.0,-40.060606060606055
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,82,2,41.0,-40.268292682926834
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,220,5,44.0,-40.70454545454545
Masterworks 041,Gerhard Richter,Ziege,23.98,19.9%,03/31/22,41,1,41.0,-41.512195121951216
Masterworks 041,Gerhard Richter,Ziege,23.98,19.9%,03/31/22,41,1,41.0,-41.512195121951216
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,350,10,35.0,-41.542857142857144
Masterworks 011,Pierre Soulages,Peinture 102 x 130 cm,24.5,22.5%,03/31/22,"1,050",25,42.0,-41.66666666666667
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,42,1,42.0,-41.6904761904762
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,42,1,42.0,-41.6904761904762
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,42,1,42.0,-41.6904761904762
Masterworks 005,Alex Katz,Maxine,20.97,4.9%,03/31/22,180,5,36.0,-41.75000000000001
Masterworks 001,Andy Warhol,1 Colored Marilyn (Reversal Series),17.37,-13.2%,03/31/22,"1,500",50,30.0,-42.1
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,44,1,44.0,-42.29545454545454
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,40,1,40.0,-42.575
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,40,1,40.0,-42.575
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,40,1,40.0,-42.575
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,40,1,40.0,-42.575
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,40,1,40.0,-42.575
Masterworks 060,Chu Teh-Chun,Atmosphere Hivernale,20.0,0,0,175,5,35.0,-42.857142857142854
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,175,5,35.0,-42.857142857142854
Masterworks 052,Albert Oehlen,Stillebin mit Ingwertopf (Still Life with Ginger Pot),20.0,0,0,"8,750",250,35.0,-42.857142857142854
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,175,5,35.0,-42.857142857142854
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,43,1,43.0,-43.04651162790698
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,900,25,36.0,-43.111111111111114
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,175,5,35.0,-43.371428571428574
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,175,5,35.0,-43.371428571428574
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,"1,750",50,35.0,-43.45714285714286
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,90,2,45.0,-43.577777777777776
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,300,5,60.0,-43.71666666666666
Masterworks 023,Gunther Forg,Untitled,19.63,-1.9%,03/31/22,350,10,35.0,-43.91428571428572
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,"5,000",125,40.0,-44.025
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,400,10,40.0,-44.025
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,"1,000",25,40.0,-44.025
Masterworks 048,Gunther Forg,Untitled,22.32,11.6%,03/31/22,200,5,40.0,-44.2
Masterworks 041,Gerhard Richter,Ziege,23.98,19.9%,03/31/22,43,1,43.0,-44.23255813953488
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,"10,000",250,40.0,-44.3
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,"2,000",50,40.0,-44.3
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,200,5,40.0,-44.3
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,200,5,40.0,-44.3
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,88,2,44.0,-44.34090909090909
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,324,9,36.0,-44.44444444444444
Masterworks 041,Gerhard Richter,Ziege,23.98,19.9%,03/31/22,44,1,44.0,-45.5
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,"4,500",100,45.0,-45.6
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,200,5,40.0,-45.75
Masterworks 018,Keith Haring,Untitled,21.7,8.5%,03/31/22,"1,000",25,40.0,-45.75
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,370,10,37.0,-45.94594594594595
Masterworks 044,Jean-Michel Basquiat,Mississippi,25.39,27.0%,03/31/22,235,5,47.0,-45.97872340425532
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,320,5,64.0,-47.23437499999999
Masterworks 004,Jonas Wood,Hammer 5,21.08,5.4%,03/31/22,200,5,40.0,-47.300000000000004
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,39,1,39.0,-47.48717948717949
Masterworks 010,Sam Gilliam,Tracing,26.24,31.2%,03/31/22,"2,500",50,50.0,-47.52
Masterworks 010,Sam Gilliam,Tracing,26.24,31.2%,03/31/22,250,5,50.0,-47.52
Masterworks 027,Pierre Soulages,Peinture 181 x 91 cm,20.99,5.0%,03/31/22,200,5,40.0,-47.525000000000006
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,"6,000",150,40.0,-47.625
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,200,5,40.0,-47.625
Masterworks 008,Kaws,Far Away Friends,20.95,4.8%,03/31/22,200,5,40.0,-47.625
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,44,1,44.0,-47.79545454545455
Masterworks 036,Jean-Michel Basquiat,Untitled (Bracco di Ferro),26.09,30.5%,03/31/22,"1,000",20,50.0,-47.82
Masterworks 041,Gerhard Richter,Ziege,23.98,19.9%,03/31/22,230,5,46.0,-47.869565217391305
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,235,5,47.0,-47.8936170212766
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,320,8,40.0,-48.324999999999996
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,"5,000",125,40.0,-48.324999999999996
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,200,5,40.0,-48.324999999999996
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,192.50,5,38.5,-48.5974025974026
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,200,5,40.0,-48.8
Masterworks 013,Kaws,Companion (Detail of Crowd Shot),20.48,2.4%,03/31/22,40,1,40.0,-48.8
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,200,5,40.0,-48.85
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,225,5,45.0,-48.955555555555556
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,39,1,39.0,-49.17948717948718
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,195,5,39.0,-49.25641025641026
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,"3,900",100,39.0,-49.282051282051285
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,39,1,39.0,-49.41025641025641
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,78,2,39.0,-49.41025641025641
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,39.20,1,39.2,-49.43877551020409
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,39.40,1,39.4,-49.69543147208121
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,39.40,1,39.4,-49.69543147208121
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,197.50,5,39.5,-49.89873417721519
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,39.60,1,39.6,-49.94949494949495
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,39.60,1,39.6,-49.94949494949495
Masterworks 060,Chu Teh-Chun,Atmosphere Hivernale,20.0,0,0,200,5,40.0,-50.0
Masterworks 071,Andy Warhol,Dollar Sign,20.0,0,0,200,5,40.0,-50.0
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,46,1,46.0,-50.06521739130435
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,39.80,1,39.8,-50.201005025125625
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,39.80,1,39.8,-50.201005025125625
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,"15,000",375,40.0,-50.449999999999996
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,80,2,40.0,-50.449999999999996
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,40,1,40.0,-50.449999999999996
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,200,5,40.0,-50.449999999999996
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,200,5,40.0,-50.449999999999996
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,40,1,40.0,-50.449999999999996
Masterworks 057,Sam Gilliam,Through,19.82,-0.9%,03/31/22,40,1,40.0,-50.449999999999996
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,80,2,40.0,-50.449999999999996
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,450,10,45.0,-50.48888888888888
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,40,1,40.0,-50.525
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,200,5,40.0,-50.525
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,200,5,40.0,-50.525
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,40,1,40.0,-50.525
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,200,5,40.0,-50.55
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,"1,600",40,40.0,-50.55
Masterworks 019,Zao Wou-Ki,15.6.64,19.78,-1.1%,03/31/22,200,5,40.0,-50.55
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,80,2,40.0,-50.675000000000004
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,"10,000",250,40.0,-50.675000000000004
Masterworks 037,Keith Haring,Untitled,19.73,-1.4%,03/31/22,200,5,40.0,-50.675000000000004
Masterworks 014,Joan Mitchell,Rhubarb,24.49,22.5%,03/31/22,248.50,5,49.7,-50.72434607645876
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,248.50,5,49.7,-50.74446680080483
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,84,2,42.0,-50.78571428571428
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,"6,250",125,50.0,-51.04
Masterworks 042,Jean-Michel Basquiat,Dark Milk,24.48,22.4%,03/31/22,"1,250",25,50.0,-51.04
Masterworks 020,Gunther Forg,Untitled,19.58,-2.1%,03/31/22,400,10,40.0,-51.050000000000004
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,94,2,47.0,-51.12765957446809
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,230,5,46.0,-51.326086956521735
Masterworks 041,Gerhard Richter,Ziege,23.98,19.9%,03/31/22,248.50,5,49.7,-51.75050301810865
Masterworks 015,Banksy,Monkey Poison,33.77,68.9%,03/31/22,350,5,70.0,-51.75714285714286
Masterworks 017,Andy Warhol,Little Electric Chair,20.67,3.4%,03/31/22,86,2,43.0,-51.93023255813954
Masterworks 031,Gunther Uecker,Weisses Feld,23.87,19.4%,03/31/22,248.50,5,49.7,-51.97183098591549
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,240,5,48.0,-52.145833333333336
Masterworks 002,Claude Monet,Coup de vent,22.28,11.4%,03/31/22,235,5,47.0,-52.59574468085106
Masterworks 051,Sam Gilliam,Reaching,19.79,-1.1%,03/31/22,210,5,42.0,-52.88095238095239
Masterworks 049,Chu Teh-Chun,Printemps Hivernal ,19.79,-1.1%,03/31/22,42,1,42.0,-52.88095238095239
Masterworks 039,Mark Bradford,Value 47,23.26,16.3%,03/31/22,248.50,5,49.7,-53.19919517102616
Masterworks 020,Gunther Forg,Untitled,19.58,-2.1%,03/31/22,"1,050",25,42.0,-53.38095238095239
Masterworks 021,Agnes Martin,Untitled #1,23.13,15.7%,03/31/22,248.50,5,49.7,-53.460764587525155
Masterworks 006,Jean-Michel Basquiat,The Mosque,20.46,2.3%,03/31/22,44,1,44.0,-53.5
Masterworks 047,George Condo,Listening to Voices,22.97,14.9%,03/31/22,248.50,5,49.7,-53.782696177062384
Masterworks 040,Adrian Ghenie,Lidless Eyes,19.73,-1.4%,03/31/22,86,2,43.0,-54.11627906976744
Masterworks 029,George Condo,The Age of Reason,22.39,12.0%,03/31/22,248.50,5,49.7,-54.94969818913481
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,88,2,44.0,-54.95454545454545
Masterworks 046,Carmen Herrera,Green and Orange,19.82,-0.9%,03/31/22,88,2,44.0,-54.95454545454545
Masterworks 048,Gunther Forg,Untitled,22.32,11.6%,03/31/22,248.50,5,49.7,-55.09054325955734
